11 41 43 44 65 13
15 19 20 61 70 06
16 21 33 52 70 10
15 19 27 35 57 17
09 11 34 49 66 15
05 07 19 46 69 02
07 28 29 58 59 10
02 09 33 47 53 24
04 17 20 46 64 23
02 08 14 20 31 17
08 11 29 32 40 02
22 43 60 63 64 18
26 42 47 48 63 21
07 22 36 45 47 12
03 13 42 51 58 17
08 15 21 27 61 08
02 06 25 40 45 05
09 14 28 59 60 24
24 28 39 44 66 25
07 18 38 58 64 24
11 19 28 46 47 05
18 22 38 39 50 18
15 31 40 56 66 04
06 17 22 57 62 03
06 11 50 63 68 17
02 04 15 21 63 19
11 16 23 24 30 24
01 17 20 52 54 02
07 16 34 44 61 24
11 24 38 62 66 01
03 16 25 44 55 13
03 12 38 53 58 13
38 45 46 55 67 18
04 19 39 42 52 09
05 08 13 22 48 25
02 03 19 52 58 16
07 29 43 56 57 06
04 06 16 21 22 01
02 05 30 46 61 08
03 05 08 31 38 04
16 17 25 36 37 16
25 31 58 64 67 24
21 32 38 48 62 10
33 35 44 55 69 20
23 25 40 42 60 08
01 07 40 43 68 01
22 45 48 58 61 13
07 08 26 30 39 17
07 27 37 42 59 02
07 24 54 57 58 06
05 23 52 53 59 18
06 22 44 53 65 03
30 32 42 46 48 15
09 14 16 26 49 14
10 15 20 66 68 18
05 10 26 58 65 09
15 26 28 35 45 04
06 14 19 56 62 09
09 14 26 29 66 22
03 12 13 19 52 01
03 20 31 34 65 18
21 26 56 61 65 04
21 24 36 40 70 22
07 11 18 30 36 04
21 25 36 62 63 06
18 30 43 68 69 22
17 21 27 43 56 15
36 41 45 51 56 13
17 32 40 59 61 18
04 13 19 63 64 16
20 32 35 47 64 18
15 17 25 32 53 12
07 10 12 61 65 03
08 14 31 58 68 15
01 10 44 47 56 23
17 18 26 52 67 19
41 43 51 57 70 01
03 06 16 38 56 24
17 21 35 40 53 11
29 45 50 59 62 12
09 18 40 46 69 09
01 09 17 27 34 24
19 26 31 52 68 10
02 35 36 54 64 11
13 17 19 40 69 17
10 26 30 52 57 10
24 25 47 52 57 24
03 10 17 26 55 24
06 37 39 41 46 17
18 47 63 68 69 14
08 31 32 34 45 19
07 38 50 52 69 21
17 20 42 45 65 12
01 26 48 51 59 25
14 36 44 46 53 18
18 22 27 38 52 11
04 43 56 63 68 13
09 22 39 41 54 19
04 30 34 41 64 08
07 11 33 58 63 23
10 14 20 47 70 15
14 21 31 34 54 11
06 09 17 18 48 08
03 05 56 61 66 04
03 18 41 44 68 03
07 08 20 36 39 22
05 10 19 21 50 10
04 27 32 57 63 22
08 19 26 48 49 05
15 22 30 41 42 25
04 28 29 30 60 25
06 23 43 49 52 05
17 27 28 50 55 25
10 15 19 45 68 09
22 26 27 58 66 12
01 19 20 32 42 17
10 42 48 53 62 19
11 37 47 53 56 15
04 25 37 46 67 15
12 23 35 38 55 11
09 14 40 58 69 08
10 41 46 52 69 08
02 24 25 31 65 18
04 33 46 58 65 13
10 11 17 27 54 20
04 08 13 34 64 18
11 15 37 62 64 05
05 07 09 20 57 15
27 32 47 50 53 04
01 36 44 54 66 10
05 14 24 25 27 14
07 18 21 31 40 09
14 17 28 29 44 02
13 37 38 40 67 10
04 44 58 59 70 03
29 49 56 66 67 24
04 26 42 50 60 24
10 19 26 28 50 16
03 11 12 38 43 15
12 14 26 28 33 09
03 06 16 18 58 11
20 43 51 55 57 04
08 24 53 68 69 07
01 31 35 48 62 19
17 23 36 69 70 19
