15 19 20 61 70 06
15 19 27 35 57 17
05 07 19 46 69 02
02 09 33 47 53 24
02 08 14 20 31 17
22 43 60 63 64 18
07 22 36 45 47 12
08 15 21 27 61 08
09 14 28 59 60 24
07 18 38 58 64 24
18 22 38 39 50 18
06 17 22 57 62 03
02 04 15 21 63 19
01 17 20 52 54 02
11 24 38 62 66 01
03 12 38 53 58 13
04 19 39 42 52 09
02 03 19 52 58 16
04 06 16 21 22 01
03 05 08 31 38 04
25 31 58 64 67 24
33 35 44 55 69 20
01 07 40 43 68 01
07 08 26 30 39 17
07 24 54 57 58 06
06 22 44 53 65 03
09 14 16 26 49 14
05 10 26 58 65 09
06 14 19 56 62 09
03 12 13 19 52 01
21 26 56 61 65 04
07 11 18 30 36 04
18 30 43 68 69 22
36 41 45 51 56 13
04 13 19 63 64 16
15 17 25 32 53 12
08 14 31 58 68 15
17 18 26 52 67 19
03 06 16 38 56 24
29 45 50 59 62 12
01 09 17 27 34 24
02 35 36 54 64 11
10 26 30 52 57 10
03 10 17 26 55 24
18 47 63 68 69 14
07 38 50 52 69 21
01 26 48 51 59 25
18 22 27 38 52 11
09 22 39 41 54 19
07 11 33 58 63 23
14 21 31 34 54 11
03 05 56 61 66 04
07 08 20 36 39 22
04 27 32 57 63 22
15 22 30 41 42 25
06 23 43 49 52 05
10 15 19 45 68 09
01 19 20 32 42 17
11 37 47 53 56 15
12 23 35 38 55 11
10 41 46 52 69 08
04 33 46 58 65 13
04 08 13 34 64 18
05 07 09 20 57 15
01 36 44 54 66 10
07 18 21 31 40 09
13 37 38 40 67 10
29 49 56 66 67 24
10 19 26 28 50 16
12 14 26 28 33 09
20 43 51 55 57 04
01 31 35 48 62 19
29 53 56 59 67 21
01 10 18 20 46 15
15 19 33 39 68 25
07 33 53 61 65 14
09 15 34 61 64 06
08 13 35 46 68 16
23 45 53 58 62 13
07 31 44 45 55 19
06 13 34 46 62 01
46 54 57 58 66 10
11 44 45 46 70 25
15 16 18 39 59 17
14 39 43 44 67 19
36 43 44 55 68 12
25 28 38 59 62 22
07 10 15 31 57 21
15 25 26 38 47 22
08 10 15 17 57 12
04 18 26 27 58 23
08 22 29 43 56 09
02 22 30 42 62 20
17 20 27 31 34 19
14 25 26 41 43 15
06 26 55 56 64 22
16 20 25 30 43 18
09 16 29 37 53 11
06 20 37 40 48 15
21 23 33 35 42 06
01 05 09 10 23 22
09 20 23 26 29 08
34 52 58 59 62 04
08 19 25 36 66 09
07 16 27 44 52 05
07 13 17 21 45 14
13 19 53 54 63 17
13 15 24 67 70 17
29 47 65 69 70 07
25 33 43 51 68 20
08 17 51 57 70 02
02 08 16 18 31 14
20 27 28 58 59 25
06 17 48 54 69 12
08 12 33 56 64 02
02 09 43 49 63 15
06 12 39 61 70 04
04 06 32 52 64 06
32 48 50 51 64 10
17 36 47 51 62 21
16 18 29 31 37 08
09 11 13 31 47 11
25 40 41 52 56 21
30 44 49 53 56 11
27 37 48 63 66 11
22 30 53 55 56 16
18 31 46 54 61 25
23 43 60 63 69 19
08 27 29 38 43 13
22 43 44 47 66 22
19 30 44 56 65 24
02 09 24 49 54 19
04 09 17 27 39 22
05 11 14 23 25 10
04 12 14 35 70 02
05 08 10 17 48 23
10 17 39 42 59 03
06 14 24 42 46 09
12 15 30 50 65 01
34 47 48 50 55 24
13 20 27 61 62 05
08 12 23 39 43 06
08 14 25 51 63 04
07 27 31 34 51 05
11 17 31 43 55 16
10 24 28 33 38 06
01 04 23 40 45 11
08 16 31 48 52 23
12 26 40 48 64 01
03 25 37 40 55 13
24 33 45 47 61 17
12 14 22 24 48 21
20 34 39 43 57 13
25 37 46 48 68 25
09 21 34 42 50 21
10 50 55 56 58 15
11 59 66 67 68 18
03 06 34 54 63 19
24 37 41 61 70 20
07 24 30 48 67 09
11 29 34 48 54 10
11 22 34 44 58 09
33 47 58 59 64 25
04 14 22 43 58 09
10 42 53 67 68 15
10 12 16 49 57 18
15 20 32 37 52 06
10 12 14 24 60 20
17 24 34 56 65 03
15 32 39 50 65 07
03 34 36 59 66 07
10 33 53 54 62 22
04 15 37 59 64 16
29 52 58 60 62 07
13 26 29 38 64 05
34 44 57 62 70 14
02 08 42 43 50 06
13 22 32 60 69 09
04 38 39 54 59 12
28 31 41 42 50 04
12 24 37 42 57 18
10 16 31 42 66 10
34 46 57 65 69 11
28 34 37 56 69 12
20 31 39 46 49 23
05 28 62 65 70 05
03 45 49 61 69 09
20 22 39 54 60 18
02 22 29 31 34 01
08 16 32 48 61 12
31 32 43 63 68 17
15 30 51 62 67 19
02 07 25 35 44 03
03 20 33 34 41 20
14 16 19 38 57 11
11 26 44 45 46 11
02 13 15 21 62 02
12 15 35 64 69 09
01 02 04 19 29 20
40 41 61 66 67 12
01 17 28 56 70 14
13 35 45 49 68 23
17 25 29 39 60 19
11 13 28 65 70 14
01 03 05 08 70 03
22 33 41 48 52 04
02 11 55 58 67 02
16 17 21 36 48 09
21 34 44 49 61 21
08 15 39 64 67 13
02 07 20 55 70 01
03 19 31 32 48 10
12 34 44 47 65 22
05 13 31 43 53 20
04 29 39 42 62 14
07 25 43 56 59 13
14 38 51 64 70 09
06 30 58 60 61 17
01 04 26 35 39 22
10 17 21 38 43 23
17 19 23 24 43 14
05 12 15 46 49 01
14 17 25 48 58 25
29 41 42 49 57 24
02 06 30 31 55 07
03 11 23 29 59 18
16 29 31 65 67 23
01 42 47 64 70 22
10 12 20 38 41 25
28 37 39 42 58 02
08 23 24 25 27 09
14 15 37 42 67 22
10 17 47 51 61 05
03 07 22 27 50 03
01 14 21 22 28 19
01 54 60 68 69 11
